ID,text,created_at,retweets (rt),favorites (fav),sum (rt+fav),norm rt,norm fav,score (norm sum),media,mention,hashtag,length,class4 (split 4),class2 (split 2),pred score,pred norm rt,pred norm fav,,pred sum1 (denormalised pred score),pred class4,correct class?,,,pred class2,correct class?,,pred rt,pred fav,pred sum2 (pred rt + pred fav),pred class4,correct class?,,pred class2,correct class?,,sum err sq,rt err sq,fav err sq,,,mse sum,mse rt,mse fav,,,
489,i told rex tillerson our wonderful secretary of state that he is wasting his time trying to negotiate with little rocket man...,01/10/2017 14:30,25389,102671,128060,0.150439961,0.261956658,0.258877544,0,0,0,127,VP,P,1.37E-01,5.98E-02,1.45E-01,,68219.98118,P,0,,,P,1,,10337.5392,57007.495,67345.0342,P,0,,P,1,,1.49E-02,8.22E-03,1.37E-02,,,,,,,,
490,the new rasmussen poll one of the most accurate in the 2016 election just out with a trump 50% approval rating.that's higher than o's #'s!,18/06/2017 11:02,23060,104478,127538,0.136639706,0.266584877,0.257816628,0,0,1,138,VP,P,1.23E-01,6.59E-02,1.32E-01,,61324.84097,P,0,,,P,1,,11365.4136,51931.892,63297.3056,P,0,,P,1,,1.82E-02,5.00E-03,1.81E-02,,,,,,,,
491,iran just test-fired a ballistic missile capable of reaching israel.they are also working with north korea.not much of an agreement we have!,23/09/2017 21:59,29011,98305,127316,0.171901757,0.250774144,0.257365434,0,0,0,140,VP,P,1.49E-01,1.05E-01,2.00E-01,,73882.86402,P,0,,,P,1,,17953.92,78481.2,96435.12,VP,1,,P,1,,1.17E-02,4.48E-03,2.58E-03,,,,,,,,
492,obamacare will explode and we will all get together and piece together a great healthcare plan for the people. do not worry!,25/03/2017 14:37,22518,104321,126839,0.13342814,0.266182757,0.256395977,0,0,0,124,VP,P,2.15E-01,1.37E-01,2.18E-01,,106390.1448,VP,1,,,P,1,,23346.048,85508.958,108855.006,VP,1,,P,1,,1.71E-03,1.28E-05,2.32E-03,,,,,,,,
493,trade between china and north korea grew almost 40% in the first quarter. so much for china working with us - but we had to give it a try!,05/07/2017 11:21,24525,102191,126716,0.145320416,0.260727248,0.256145992,0,0,0,138,VP,P,1.56E-01,1.24E-01,1.49E-01,,77419.02962,P,0,,,P,1,,21155.496,58569.219,79724.715,P,0,,P,1,,1.00E-02,4.55E-04,1.25E-02,,,,,,,,
494,"cryin' chuck schumer stated recently ""i do not have confidence in him (james comey) any longer."" then acts so indignant. #draintheswamp",10/05/2017 02:42,29846,96844,126690,0.176849465,0.247032126,0.256093149,0,0,1,135,VP,P,9.40E-02,7.30E-02,9.63E-02,,46929.56336,P,0,,,P,1,,12561.792,37993.5053,50555.2973,P,0,,P,1,,2.63E-02,1.08E-02,2.27E-02,,,,,,,,
495,an honor having the national sheriffs' assoc. join me at the @whitehouse. incredible men women who protect serv?,07/02/2017 16:25,18399,108216,126615,0.10902142,0.276158912,0.255940719,1,1,0,112,VP,P,6.21E-02,2.10E-02,5.02E-02,,31238.50944,LP,0,,,U,0,,3799.584,19994.6362,23794.2202,U,0,,U,0,,3.76E-02,7.75E-03,5.11E-02,,,,,,,,
496,"pathetic excuse by london mayor sadiq khan who had to think fast on his ""no reason to be alarmed"" statement. msm is working hard to sell it!",05/06/2017 13:49,29370,97128,126498,0.174028975,0.247759527,0.255702927,0,0,0,140,VP,P,7.74E-02,4.58E-02,7.72E-02,,38766.6836,LP,0,,,U,0,,7978.4832,30536.2732,38514.7564,LP,0,,U,0,,3.18E-02,1.64E-02,2.91E-02,,,,,,,,
497,texas louisiana: we are w/ you today we are w/ you tomorrow we will be w/ you every single day after to restore recover rebuild!,30/08/2017 19:38,27108,99389,126497,0.160625722,0.253550563,0.255700895,1,0,0,128,VP,P,5.55E-02,3.13E-02,3.98E-02,,27968.71138,LP,0,,,U,0,,5535.1752,15934.1538,21469.329,U,0,,U,0,,4.01E-02,1.67E-02,4.57E-02,,,,,,,,
498,camp david is a very special place. an honor to have spent the weekend there. military runs it so well and are so proud of what they do!,18/06/2017 21:51,18017,108462,126479,0.106757918,0.276788984,0.255664312,0,0,0,136,VP,P,7.94E-02,6.30E-02,8.03E-02,,39753.0951,LP,0,,,U,0,,10876.752,31746.6093,42623.3613,LP,0,,U,0,,3.11E-02,1.91E-03,3.86E-02,,,,,,,,
499,back from miami where my cuban/american friends are very happy with what i signed today. another campaign promise that i did not forget!,17/06/2017 01:30,21073,105285,126358,0.124865938,0.268651823,0.255418391,0,0,0,136,VP,P,1.54E-01,1.09E-01,1.99E-01,,76577.53093,P,0,,,P,1,,18627.936,78090.769,96718.705,VP,1,,P,1,,1.03E-02,2.52E-04,4.85E-03,,,,,,,,
500,after many years of leaks going on in washington it is great to see the a.g. taking action! for national security the tougher the better!,05/08/2017 22:58,22371,103975,126346,0.132557106,0.265296557,0.255394002,0,0,0,137,VP,P,1.52E-01,9.38E-02,1.54E-01,,75657.70673,P,0,,,P,1,,16066.6752,60521.374,76588.0492,P,0,,P,1,,1.07E-02,1.50E-03,1.24E-02,,,,,,,,
501,we will fight the #fakenews with you!,08/07/2017 18:17,27003,99318,126321,0.160003555,0.253368713,0.255343192,1,0,1,37,VP,P,5.22E-02,1.31E-02,5.16E-02,,26389.21317,LP,0,,,U,0,,2468.4024,20541.2396,23009.642,U,0,,U,0,,4.13E-02,2.16E-02,4.07E-02,,,,,,,,
502,don't let the fake media tell you that i have changed my position on the wall. it will get built and help stop drugs human trafficking etc.,25/04/2017 12:36,26296,99995,126291,0.155814298,0.255102694,0.25528222,0,0,0,139,VP,P,6.82E-02,4.02E-02,6.79E-02,,34245.12561,LP,0,,,U,0,,7034.8608,26905.2649,33940.1257,LP,0,,U,0,,3.50E-02,1.34E-02,3.50E-02,,,,,,,,
503,mitt romney called to congratulate me on the win. very nice!,13/11/2016 14:45,15452,110764,126216,0.091559269,0.282685033,0.255129789,0,0,0,60,VP,P,1.63E-02,9.21E-03,2.25E-02,,8695.746985,U,0,,,U,0,,1812.92184,9179.6975,10992.61934,U,0,,U,0,,5.70E-02,6.78E-03,6.77E-02,,,,,,,,
504,not only does the media give a platform to hate groups but the media turns a blind eye to the gang violence on our streets!,23/08/2017 05:32,27775,98412,126187,0.164577963,0.251048201,0.25507085,1,0,0,123,VP,P,1.36E-01,6.10E-02,1.21E-01,,67385.68963,P,0,,,P,1,,10539.744,47637.151,58176.895,P,0,,P,1,,1.42E-02,1.07E-02,1.69E-02,,,,,,,,
505,crazy joe scarborough and dumb as a rock mika are not bad people but their low rated show is dominated by their nbc bosses. too bad!,01/07/2017 13:20,24262,101893,126155,0.143762036,0.259963989,0.255005813,0,0,0,132,VP,P,9.53E-02,5.85E-02,9.96E-02,,47553.6562,P,0,,,P,1,,10118.484,39281.9276,49400.4116,P,0,,P,1,,2.55E-02,7.27E-03,2.57E-02,,,,,,,,
506,even those registered to vote who are dead (and many for a long time). depending on results we will strengthen up voting procedures!,25/01/2017 12:13,18914,107227,126141,0.112073001,0.273625814,0.254977359,0,0,0,132,VP,P,1.66E-01,1.12E-01,1.58E-01,,82353.05937,P,0,,,P,1,,19133.448,62083.098,81216.546,P,0,,P,1,,7.92E-03,5.33E-09,1.34E-02,,,,,,,,
507,crimea was taken by russia during the obama administration. was obama too soft on russia?,15/02/2017 12:42,25351,100698,126049,0.150214796,0.256903268,0.254790378,0,0,0,89,VP,P,4.78E-02,2.78E-02,4.72E-02,,24185.11624,U,0,,,U,0,,4945.4112,18823.3432,23768.7544,U,0,,U,0,,4.28E-02,1.50E-02,4.40E-02,,,,,,,,
508,because of #fakenews my people are not getting the credit they deserve for doing a great job. as seen here they are all doing a great job!,30/09/2017 22:46,32238,93788,126026,0.19102302,0.239204879,0.254743632,1,0,1,138,VP,P,4.71E-02,5.32E-02,4.54E-02,,23867.43901,U,0,,,U,0,,9225.4128,18120.5674,27345.9802,LP,0,,U,0,,4.31E-02,1.90E-02,3.76E-02,,,,,,,,
509,big week coming up!,05/09/2017 02:49,26476,99412,125888,0.15688087,0.253609473,0.254463161,0,0,0,19,VP,P,9.52E-02,7.94E-02,8.10E-02,,47525.10255,P,0,,,P,1,,13640.2176,32019.911,45660.1286,P,0,,P,1,,2.54E-02,6.00E-03,2.98E-02,,,,,,,,
510,the u.s. has been talking to north korea and paying them extortion money for 25 years. talking is not the answer!,30/08/2017 12:47,14522,111271,125793,0.086048648,0.283983598,0.254270082,0,0,0,113,VP,P,1.85E-02,7.48E-03,2.21E-02,,9784.732038,U,0,,,U,0,,1521.40992,9023.5251,10544.93502,U,0,,U,0,,5.56E-02,6.17E-03,6.86E-02,,,,,,,,
511,the nfl has decided that it will not force players to stand for the playing of our national anthem. total disrespect for our great country!,18/10/2017 11:06,24477,101280,125757,0.145035997,0.258393929,0.254196916,0,0,0,139,VP,P,1.41E-01,7.64E-02,1.40E-01,,70200.34859,P,0,,,P,1,,13134.7056,55055.34,68190.0456,P,0,,P,1,,1.28E-02,4.71E-03,1.40E-02,,,,,,,,
512,the senate democrats have only confirmed 48 of 197 presidential nominees. they can't win so all they do is slow things down obstruct!,11/07/2017 10:59,28202,97500,125702,0.167108109,0.24871232,0.254085133,0,0,0,133,VP,P,1.93E-01,1.21E-01,1.95E-01,,95487.33533,VP,1,,,P,1,,20649.984,76529.045,97179.029,VP,1,,P,1,,3.73E-03,2.13E-03,2.89E-03,,,,,,,,
513,it is about time that roger goodell of the nfl is finally demanding that all players stand for our great national anthem-respect our country,11/10/2017 10:47,20408,105174,125582,0.120925547,0.268367522,0.253841245,0,0,0,140,VP,P,2.25E-01,3.07E-02,2.69E-01,,111169.0486,VP,1,,,P,1,,5434.0728,105420.939,110855.0118,VP,1,,P,1,,8.32E-04,8.14E-03,4.00E-07,,,,,,,,
514,jeb bush george w and george h.w. all called to express their best wishes on the win. very nice!,13/11/2016 15:23,18082,107489,125571,0.107143069,0.274296867,0.253818888,0,0,0,96,VP,P,1.40E-01,7.66E-02,1.34E-01,,69337.72701,P,0,,,P,1,,13168.4064,52712.754,65881.1604,P,0,,P,1,,1.30E-02,9.33E-04,1.97E-02,,,,,,,,
515,i cannot imagine that congress would dare to leave washington without a beautiful new healthcare bill fully approved and ready to go!,10/07/2017 10:47,23155,102395,125550,0.137202619,0.261249747,0.253776208,0,0,0,133,VP,P,1.02E-01,5.15E-02,1.01E-01,,50973.04108,P,0,,,P,1,,8938.956,39828.531,48767.487,P,0,,P,1,,2.30E-02,7.34E-03,2.57E-02,,,,,,,,
516,thank you to general motors and walmart for starting the big jobs push back into the u.s.!,17/01/2017 17:55,21503,103996,125499,0.12741386,0.265350344,0.253672555,0,0,0,90,VP,P,6.22E-02,3.46E-02,8.35E-02,,31281.2446,LP,0,,,U,0,,6091.2384,32995.9885,39087.2269,LP,0,,U,0,,3.67E-02,8.61E-03,3.31E-02,,,,,,,,
517,storm turned hurricane is getting much bigger and more powerful than projected. federal government is on site and ready to respond. be safe!,25/08/2017 22:12,21047,104230,125277,0.124711877,0.265949681,0.253221361,0,0,0,140,VP,P,5.82E-02,2.92E-02,5.17E-02,,29331.74219,LP,0,,,U,0,,5181.3168,20580.2827,25761.5995,LP,0,,U,0,,3.80E-02,9.12E-03,4.59E-02,,,,,,,,
518,our military is building and is rapidly becoming stronger than ever before. frankly we have no choice!,16/04/2017 13:41,20803,104462,125265,0.12326608,0.266543896,0.253196973,0,0,0,102,VP,P,1.65E-01,1.00E-01,1.63E-01,,81711.30058,P,0,,,P,1,,17111.4,64035.253,81146.653,P,0,,P,1,,7.78E-03,5.41E-04,1.07E-02,,,,,,,,
519,as a show of support for our armed forces i will be going to the army-navy game today. looking forward to it should be fun!,10/12/2016 12:38,18630,106381,125011,0.110390188,0.271458977,0.252680742,0,0,0,123,VP,P,1.43E-01,7.67E-02,1.39E-01,,70980.66351,P,0,,,P,1,,13185.2568,54664.909,67850.1658,P,0,,P,1,,1.20E-02,1.14E-03,1.75E-02,,,,,,,,
520,democrat congresswoman totally fabricated what i said to the wife of a soldier who died in action (and i have proof). sad!,18/10/2017 11:25,25499,99425,124924,0.151091755,0.253642769,0.252503923,0,0,0,122,VP,P,1.37E-01,8.43E-02,1.35E-01,,67894.44977,P,0,,,P,1,,14465.8872,53103.185,67569.0722,P,0,,P,1,,1.33E-02,4.46E-03,1.41E-02,,,,,,,,
521,"fake news story of secret dinner with putin is ""sick."" all g 20 leaders and spouses were invited by the chancellor of germany. press knew!",19/07/2017 00:53,26708,98186,124894,0.158255562,0.250469353,0.25244295,0,0,0,138,VP,P,1.53E-01,6.88E-02,1.55E-01,,75867.63783,P,0,,,P,1,,11854.0752,60911.805,72765.8802,P,0,,P,1,,9.89E-03,8.00E-03,9.11E-03,,,,,,,,
522,first responders have been doing heroic work. their courage devotion has saved countless lives ? they represent the very best of america!,31/08/2017 01:00,23053,101520,124573,0.136598228,0.259008634,0.251790549,1,0,0,137,VP,P,5.94E-02,4.18E-02,5.60E-02,,29927.55998,LP,0,,,U,0,,7304.4672,22259.136,29563.6032,LP,0,,U,0,,3.70E-02,8.99E-03,4.12E-02,,,,,,,,
523,good news house just passed #kateslaw. hopefully senate will follow.,29/06/2017 21:37,23135,101416,124551,0.137084111,0.258742262,0.251745836,0,0,1,68,VP,P,7.30E-02,7.05E-02,7.32E-02,,36594.33697,LP,0,,,U,0,,12140.532,28974.5492,41115.0812,LP,0,,U,0,,3.20E-02,4.43E-03,3.44E-02,,,,,,,,
524,"our legal system is broken! ""77% of refugees allowed into u.s. since travel reprieve hail from seven suspect countries."" (wt) so dangerous!",11/02/2017 12:12,23082,101179,124261,0.136770065,0.25813524,0.251156438,0,0,0,139,VP,P,7.61E-02,4.38E-02,9.36E-02,,38109.53172,LP,0,,,U,0,,7641.4752,36939.3416,44580.8168,P,0,,P,1,,3.06E-02,8.64E-03,2.71E-02,,,,,,,,
525,it's finally happening - fiat chrysler just announced plans to invest $1billion in michigan and ohio plants adding 2000 jobs. this after...,09/01/2017 14:14,23305,100861,124166,0.138091429,0.257320756,0.25096336,0,0,0,139,VP,P,1.69E-01,1.07E-01,1.67E-01,,83714.01528,P,0,,,P,1,,18290.928,65596.977,83887.905,P,0,,P,1,,6.72E-03,9.67E-04,8.16E-03,,,,,,,,
526,a.g. lynch made law enforcement decisions for political purposes...gave hillary clinton a free pass and protection. totally illegal!,13/06/2017 12:45,28688,95369,124057,0.169987853,0.24325425,0.250741828,0,0,0,132,VP,P,9.86E-02,6.35E-02,9.74E-02,,49187.86421,P,0,,,P,1,,10961.004,38422.9794,49383.9834,P,0,,P,1,,2.31E-02,1.13E-02,2.13E-02,,,,,,,,
527,the #fakenews msm doesn't report the great economic news since election day. #dow up 16%. #nasdaq up 19.5%. drilling energy sector...,11/06/2017 12:22,24411,99607,124018,0.14464492,0.254108921,0.250662564,0,0,1,133,VP,P,2.25E-01,1.66E-01,2.30E-01,,111424.9866,VP,1,,,P,1,,28232.664,90194.13,118426.794,VP,1,,P,1,,6.59E-04,4.56E-04,5.81E-04,,,,,,,,
528,great optimism for future of u.s. business and jobs with the dow having an 11th straight record close. big tax regulation cuts coming!,25/02/2017 13:27,19846,104027,123873,0.117595473,0.265429743,0.250367865,0,0,0,134,VP,P,1.15E-01,1.24E-01,8.63E-02,,57089.97058,P,0,,,P,1,,21155.496,34089.1953,55244.6913,P,0,,P,1,,1.83E-02,4.10E-05,3.21E-02,,,,,,,,
529,hillary clinton conceded the election when she called me just prior to the victory speech and after the results were in. nothing will change,27/11/2016 12:19,26742,96998,123740,0.158457026,0.247426562,0.250097555,0,0,0,140,VP,P,1.76E-01,1.10E-01,1.78E-01,,87220.40649,P,0,,,P,1,,18796.44,69891.718,88688.158,P,0,,P,1,,5.49E-03,2.35E-03,4.82E-03,,,,,,,,
530,jobs jobs jobs!,14/03/2017 15:00,24676,99054,123730,0.146215151,0.252692537,0.250077231,1,0,0,15,VP,P,4.65E-02,2.41E-02,3.70E-02,,23574.55238,U,0,,,U,0,,4321.9464,14840.947,19162.8934,U,0,,U,0,,4.14E-02,1.49E-02,4.65E-02,,,,,,,,
531,...they do nothing for us with north korea just talk. we will no longer allow this to continue. china could easily solve this problem!,29/07/2017 23:35,24240,99285,123525,0.143631677,0.253284191,0.249660588,0,0,0,134,VP,P,1.47E-01,9.01E-02,1.48E-01,,72867.19869,P,0,,,P,1,,15443.2104,58178.788,73621.9984,P,0,,P,1,,1.05E-02,2.87E-03,1.11E-02,,,,,,,,
532,the make america great again agenda is doing very well despite the distraction of the witch hunt. many new jobs high business enthusiasm..,18/06/2017 10:38,21269,102054,123323,0.126027316,0.260376353,0.249250043,0,0,0,138,VP,P,1.93E-01,1.21E-01,1.95E-01,,95698.77678,VP,1,,,P,1,,20649.984,76529.045,97179.029,VP,1,,P,1,,3.16E-03,2.53E-05,4.27E-03,,,,,,,,
533,make america great again!,09/07/2017 12:57,24791,98445,123236,0.146896572,0.251132723,0.249073223,1,0,0,25,VP,P,1.54E-01,7.09E-02,1.36E-01,,76363.06878,P,0,,,P,1,,12207.9336,53493.616,65701.5496,P,0,,P,1,,9.04E-03,5.78E-03,1.33E-02,,,,,,,,
534,fake news - a total political witch hunt!,11/01/2017 01:19,29205,93960,123165,0.173051284,0.239645418,0.248928923,0,0,0,41,VP,P,7.13E-02,5.35E-02,7.06E-02,,35781.66687,LP,0,,,U,0,,9275.964,27959.4286,37235.3926,LP,0,,U,0,,3.16E-02,1.43E-02,2.86E-02,,,,,,,,
535,president obama campaigned hard (and personally) in the very important swing states and lost.the voters wanted to make america great again!,27/12/2016 21:52,23222,99838,123060,0.137599621,0.254700574,0.24871552,0,0,0,139,VP,P,1.10E-01,6.63E-02,1.04E-01,,54910.26651,P,0,,,P,1,,11432.8152,40999.824,52432.6392,P,0,,P,1,,1.92E-02,5.08E-03,2.27E-02,,,,,,,,
536,we are trying to fight isis and now our own people are killing our police. our country is divided and out of control. the world is watching,17/07/2016 18:26,36051,86985,123036,0.213616567,0.221780545,0.248666743,0,0,0,139,VP,P,1.16E-01,9.32E-02,9.99E-02,,57862.08857,P,0,,,P,1,,15965.5728,39399.0569,55364.6297,P,0,,P,1,,1.76E-02,1.45E-02,1.49E-02,,,,,,,,
537,most politicians would have gone to a meeting like the one don jr attended in order to get info on an opponent. that's politics!,17/07/2017 14:07,20486,102537,123023,0.121387728,0.261613448,0.248640321,0,0,0,128,VP,P,1.15E-01,6.95E-02,1.16E-01,,57306.94753,P,0,,,P,1,,11972.028,45684.996,57657.024,P,0,,P,1,,1.79E-02,2.69E-03,2.12E-02,,,,,,,,
538,crooked hillary clinton spent hundreds of millions of dollars more on presidential election than i did. facebook was on her side not mine!,21/10/2017 21:21,22849,100140,122989,0.135389447,0.255474079,0.24857122,0,0,0,138,VP,P,1.72E-01,1.17E-01,1.63E-01,,85137.89994,P,0,,,P,1,,19975.968,64035.253,84011.221,P,0,,P,1,,5.86E-03,3.38E-04,8.55E-03,,,,,,,,
539,we have made more progress in the last nine months against isis than the obama administration has made in 8 years.must be proactive nasty!,15/09/2017 11:00,21649,101229,122878,0.128278968,0.258263304,0.248345623,0,0,0,138,VP,P,1.59E-01,9.79E-02,1.58E-01,,78684.35702,P,0,,,P,1,,16757.5416,62083.098,78840.6396,P,0,,P,1,,7.98E-03,9.23E-04,1.01E-02,,,,,,,,
540,"the @nytimes states today that djt believes ""more countries should acquire nuclear weapons."" how dishonest are they. i never said this!",13/11/2016 16:03,29308,93519,122827,0.1736616,0.238515897,0.24824197,0,1,0,135,VP,P,4.55E-02,3.81E-02,4.10E-02,,23064.66681,U,0,,,U,0,,6681.0024,16402.671,23083.6734,U,0,,U,0,,4.11E-02,1.84E-02,3.90E-02,,,,,,,,
541,north korea has conducted a major nuclear test. their words and actions continue to be very hostile and dangerous to the united states.....,03/09/2017 11:30,28307,94390,122697,0.167730276,0.240746764,0.247977757,0,0,0,139,VP,P,1.09E-01,6.49E-02,1.07E-01,,54084.52383,P,0,,,P,1,,11196.9096,42171.117,53368.0266,P,0,,P,1,,1.93E-02,1.06E-02,1.79E-02,,,,,,,,
542,with all of the fake news coming out of nbc and the networks at what point is it appropriate to challenge their license? bad for country!,11/10/2017 13:55,23284,99249,122533,0.137966996,0.253191985,0.247644443,0,0,0,137,VP,P,8.14E-02,3.34E-02,7.36E-02,,40738.41416,LP,0,,,U,0,,5889.0336,29130.7216,35019.7552,LP,0,,U,0,,2.76E-02,1.09E-02,3.23E-02,,,,,,,,
543,the fake news media has never been so wrong or so dirty. purposely incorrect stories and phony sources to meet their agenda of hate. sad!,13/06/2017 10:35,25099,97362,122461,0.148721595,0.248358865,0.24749811,0,0,0,137,VP,P,1.52E-01,1.03E-01,1.66E-01,,75281.91591,P,0,,,P,1,,17616.912,65206.546,82823.458,P,0,,P,1,,9.12E-03,2.09E-03,6.78E-03,,,,,,,,
544,making america safe is my number one priority. we will not admit those into our country we cannot safely,24/09/2017 23:49,23365,99043,122408,0.138446953,0.252664363,0.247390392,1,0,0,104,VP,P,7.27E-02,4.57E-02,7.33E-02,,36444.54487,LP,0,,,U,0,,7961.6328,29013.5923,36975.2251,LP,0,,U,0,,3.05E-02,8.60E-03,3.22E-02,,,,,,,,
545,i will be nominating christopher a. wray a man of impeccable credentials to be the new director of the fbi. details to follow.,07/06/2017 11:44,24451,97952,122403,0.144881936,0.249870015,0.24738023,0,0,0,126,VP,P,1.01E-01,5.76E-02,7.26E-02,,50173.10629,P,0,,,P,1,,9966.8304,28740.2906,38707.121,LP,0,,U,0,,2.14E-02,7.62E-03,3.14E-02,,,,,,,,
546,by the way if russia was working so hard on the 2016 election it all took place during the obama admin. why didn't they stop them?,22/06/2017 13:22,26454,95899,122353,0.156750511,0.244611724,0.24727861,0,0,0,130,VP,P,6.25E-02,3.67E-02,6.21E-02,,31428.30928,LP,0,,,U,0,,6445.0968,24640.7651,31085.8619,LP,0,,U,0,,3.41E-02,1.44E-02,3.33E-02,,,,,,,,
547,since congress can't get its act together on healthcare i will be using the power of the pen to give great healthcare to many people - fast,10/10/2017 10:30,22622,99677,122299,0.134044381,0.25428821,0.24716886,0,0,0,139,VP,P,1.06E-01,5.77E-02,1.10E-01,,53008.0633,P,0,,,P,1,,9983.6808,43342.41,53326.0908,P,0,,P,1,,1.99E-02,5.83E-03,2.08E-02,,,,,,,,
